2026-01-19|The Readings shown above follow the normal sequence, but on this occasion the appointed Gospel for the Liturgy is that for the Fifteenth Sunday of Matthew which would not otherwise be used in this liturgical year:<br><br><em>Matthew 22:35-46</em><br>At that time one of the Pharisees, a lawyer, questioned Jesus to test him, saying, ‘Teacher, which is the greatest commandment of the law?’ Jesus told him, ‘You shall love the Lord your God with all your heart and with all your soul and with all your mind. This is the first and great commandment, and the second is like it: you shall love your neighbour as yourself. The whole law and the prophets depend on these two commandments.’ While the Pharisees were gathered together, Jesus questioned them. He asked, ‘What do you think about the Christ? Whose son is he?’ They answered, ‘David’s.’ He said to them, ‘Why then does David, in the Spirit, call him Lord? He says, “The Lord said to my Lord, ‘Sit at my right hand until I make your enemies a stool for your feet.’” If David calls him Lord, how then is he his son?’ And no one was able to answer him a word. Nor from that day on did anyone dare ask him anything further.<br><br>
2026-01-24|The Readings shown above follow the normal sequence, but on this occasion the appointed Gospel for the Liturgy is that for the Fourteenth Sunday of Luke which would not otherwise be used in this liturgical year:<br><br><em>Luke 18:35-43</em><br>At that time, as Jesus was nearing Jericho, a blind man was sitting at the roadside begging, and hearing a crowd going by he asked what this was. When they told him that Jesus of Nazareth was passing by, he shouted out, saying, ‘Jesus, Son of David, have mercy on me.’ Those at the front cautioned him to be silent, but he roared out all the more, ‘Son of David, have mercy on me.’ Jesus stopped and ordered that he be brought to him, and as he approached he asked him, ‘What do you want me to do for you?’ And he replied, ‘Lord, that I may recover my sight.’ Jesus said to him, ‘Receive your sight. Your faith has healed you.’ He recovered his sight instantly and followed him, glorifying God. And all the people watching offered praise to God.<br><br>
